ID,Pred
2018_1196_1372,0.752
2018_1196_1382,0.79
2018_1196_1393,0.61
2018_1196_1395,0.4906666666666667
2018_1196_1397,0.2333333333333333
2018_1196_1400,0.5026666666666666
2018_1196_1401,0.6986666666666667
2018_1196_1403,0.376
2018_1196_1411,0.968
2018_1196_1417,0.5676
2018_1196_1420,0.904
2018_1196_1422,0.816
2018_1196_1437,0.2028
2018_1196_1438,0.168
2018_1196_1439,0.5306666666666666
2018_1196_1452,0.42399999999999993
2018_1196_1455,0.3426666666666667
2018_1196_1460,0.912
2018_1196_1462,0.296
2018_1199_1209,0.8053333333333333
2018_1199_1211,0.39733333333333337
2018_1199_1222,0.3466666666666666
2018_1199_1233,0.7466666666666666
2018_1199_1242,0.136
2018_1199_1243,0.4313333333333333
2018_1199_1246,0.384
2018_1199_1252,0.88
2018_1199_1254,0.888
2018_1199_1260,0.6146666666666667
2018_1199_1267,0.76
2018_1199_1274,0.2501333333333333
2018_1199_1276,0.24733333333333335
2018_1199_1277,0.20933333333333334
2018_1199_1281,0.4566666666666666
2018_1199_1285,0.672
2018_1199_1293,0.788
2018_1199_1300,0.936
2018_1199_1301,0.2738666666666666
2018_1199_1305,0.324
2018_1199_1308,0.5392
2018_1199_1314,0.12
2018_1199_1326,0.32733333333333337
2018_1199_1328,0.6169142857142857
2018_1199_1335,0.744
2018_1199_1344,0.4613333333333333
2018_1199_1345,0.208
2018_1199_1347,0.872
2018_1199_1348,0.436
2018_1199_1355,0.64
2018_1199_1361,0.5653333333333332
2018_1199_1371,0.3504
2018_1199_1372,0.832
2018_1199_1382,0.6666666666666666
2018_1199_1393,0.5434666666666667
2018_1199_1395,0.4348
2018_1199_1397,0.284
2018_1199_1400,0.504
2018_1199_1401,0.3293333333333333
2018_1199_1403,0.3866666666666666
2018_1199_1411,0.934
2018_1199_1417,0.6346666666666667
2018_1199_1420,0.872
2018_1199_1422,0.816
2018_1199_1437,0.144
2018_1199_1438,0.13066666666666668
2018_1199_1439,0.7773333333333332
2018_1199_1452,0.21986666666666665
2018_1199_1455,0.266
2018_1199_1460,0.912
2018_1199_1462,0.16066666666666668
2018_1209_1211,0.004
2018_1209_1222,0.08
2018_1209_1233,0.6213333333333333
2018_1209_1242,0.04
2018_1209_1243,0.208
2018_1209_1246,0.152
2018_1209_1252,0.6706666666666667
2018_1209_1254,0.812
2018_1209_1260,0.2313333333333333
2018_1209_1267,0.44200000000000006
2018_1209_1274,0.18133333333333332
2018_1209_1276,0.084
2018_1209_1277,0.064
2018_1209_1281,0.144
2018_1209_1285,0.6613333333333332
2018_1209_1293,0.36026666666666673
2018_1209_1300,0.856
2018_1209_1301,0.224
2018_1209_1305,0.056
2018_1209_1308,0.2853333333333334
2018_1209_1314,0.12
2018_1209_1326,0.104
2018_1209_1328,0.184
2018_1209_1335,0.5936
2018_1209_1344,0.3493333333333334
2018_1209_1345,0.072
2018_1209_1347,0.702
2018_1209_1348,0.15066666666666667
2018_1209_1355,0.28
2018_1209_1361,0.30666666666666664
2018_1209_1371,0.136
2018_1209_1372,0.5146666666666666
2018_1209_1382,0.244
2018_1209_1393,0.2912
2018_1209_1395,0.224
2018_1209_1397,0.08
2018_1209_1400,0.232
2018_1209_1401,0.12
2018_1209_1403,0.04
2018_1209_1411,0.8506666666666668
2018_1209_1417,0.248
2018_1209_1420,0.6882666666666667
2018_1209_1422,0.31733333333333336
2018_1209_1437,0.016
2018_1209_1438,0.008
2018_1209_1439,0.17466666666666666
2018_1209_1452,0.168
2018_1209_1455,0.09866666666666667
2018_1209_1460,0.392
2018_1209_1462,0.072
2018_1211_1222,0.7082666666666666
2018_1211_1233,0.97
2018_1211_1242,0.352
2018_1211_1243,0.7533333333333334
2018_1211_1246,0.6226666666666667
2018_1211_1252,0.9786666666666666
2018_1211_1254,1.0
2018_1211_1260,0.7840000000000001
2018_1211_1267,0.934
2018_1211_1274,0.708
2018_1211_1276,0.448
2018_1211_1277,0.3834666666666666
2018_1211_1281,0.722
2018_1211_1285,0.92
2018_1211_1293,0.824
2018_1211_1300,1.0
2018_1211_1301,0.808
2018_1211_1305,0.5648
2018_1211_1308,0.792
2018_1211_1314,0.392
2018_1211_1326,0.49946666666666667
2018_1211_1328,0.5973333333333334
2018_1211_1335,0.976
2018_1211_1344,0.74
2018_1211_1345,0.3946666666666666
2018_1211_1347,0.964
2018_1211_1348,0.5146666666666666
2018_1211_1355,0.7941333333333334
2018_1211_1361,0.6666666666666667
2018_1211_1371,0.608
2018_1211_1372,0.936
2018_1211_1382,0.8453333333333333
2018_1211_1393,0.7253333333333334
2018_1211_1395,0.5656
2018_1211_1397,0.4992
2018_1211_1400,0.88
2018_1211_1401,0.6213333333333334
2018_1211_1403,0.572
2018_1211_1411,0.992
2018_1211_1417,0.7173333333333333
2018_1211_1420,0.928
2018_1211_1422,0.824
2018_1211_1437,0.428
2018_1211_1438,0.284
2018_1211_1439,0.752
2018_1211_1452,0.52
2018_1211_1455,0.6793333333333332
2018_1211_1460,0.872
2018_1211_1462,0.4453333333333333
2018_1222_1233,0.7973333333333332
2018_1222_1242,0.144
2018_1222_1243,0.6373333333333333
2018_1222_1246,0.456
2018_1222_1252,0.916
2018_1222_1254,0.972
2018_1222_1260,0.6733333333333333
2018_1222_1267,0.728
2018_1222_1274,0.6493333333333332
2018_1222_1276,0.3088
2018_1222_1277,0.142
2018_1222_1281,0.584
2018_1222_1285,0.7566666666666667
2018_1222_1293,0.688
2018_1222_1300,0.992
2018_1222_1301,0.606
2018_1222_1305,0.448
2018_1222_1308,0.5805333333333333
2018_1222_1314,0.3013333333333334
2018_1222_1326,0.36133333333333334
2018_1222_1328,0.4453333333333333
2018_1222_1335,0.7223999999999999
2018_1222_1344,0.58
2018_1222_1345,0.044
2018_1222_1347,0.924
2018_1222_1348,0.56
2018_1222_1355,0.6873333333333334
2018_1222_1361,0.7453333333333334
2018_1222_1371,0.452
2018_1222_1372,0.796
2018_1222_1382,0.656
2018_1222_1393,0.5404
2018_1222_1395,0.4666666666666667
2018_1222_1397,0.492
2018_1222_1400,0.5272
2018_1222_1401,0.432
2018_1222_1403,0.328
2018_1222_1411,0.94
2018_1222_1417,0.6186666666666667
2018_1222_1420,0.882
2018_1222_1422,0.792
2018_1222_1437,0.16
2018_1222_1438,0.272
2018_1222_1439,0.5978666666666667
2018_1222_1452,0.4
2018_1222_1455,0.408
2018_1222_1460,0.8
2018_1222_1462,0.232
2018_1233_1242,0.056
2018_1233_1243,0.208
2018_1233_1246,0.08
2018_1233_1252,0.5781333333333333
2018_1233_1254,0.774
2018_1233_1260,0.156
2018_1233_1267,0.35666666666666663
2018_1233_1274,0.16533333333333333
2018_1233_1276,0.016
2018_1233_1277,0.032
2018_1233_1281,0.2
2018_1233_1285,0.3272
2018_1233_1293,0.30466666666666664
2018_1233_1300,0.888
2018_1233_1301,0.152
2018_1233_1305,0.112
2018_1233_1308,0.164
2018_1233_1314,0.008
2018_1233_1326,0.04
2018_1233_1328,0.144
2018_1233_1335,0.6327999999999999
2018_1233_1344,0.192
2018_1233_1345,0.024
2018_1233_1347,0.5314666666666666
2018_1233_1348,0.136
2018_1233_1355,0.2446666666666667
2018_1233_1361,0.31560000000000005
2018_1233_1371,0.056
2018_1233_1372,0.4728
2018_1233_1382,0.2046666666666667
2018_1233_1393,0.188
2018_1233_1395,0.136
2018_1233_1397,0.048
2018_1233_1400,0.136
2018_1233_1401,0.10826666666666665
2018_1233_1403,0.07466666666666666
2018_1233_1411,0.7253333333333334
2018_1233_1417,0.128
2018_1233_1420,0.62
2018_1233_1422,0.2805333333333333
2018_1233_1437,0.032
2018_1233_1438,0.056
2018_1233_1439,0.048
2018_1233_1452,0.04
2018_1233_1455,0.08266666666666665
2018_1233_1460,0.31599999999999995
2018_1233_1462,0.08
2018_1242_1243,0.944
2018_1242_1246,0.856
2018_1242_1252,0.976
2018_1242_1254,1.0
2018_1242_1260,0.92
2018_1242_1267,0.9813333333333334
2018_1242_1274,0.8386666666666667
2018_1242_1276,0.552
2018_1242_1277,0.3834666666666666
2018_1242_1281,0.832
2018_1242_1285,0.936
2018_1242_1293,0.944
2018_1242_1300,0.992
2018_1242_1301,0.8373333333333334
2018_1242_1305,0.66
2018_1242_1308,0.848
2018_1242_1314,0.568
2018_1242_1326,0.6768
2018_1242_1328,0.504
2018_1242_1335,0.968
2018_1242_1344,0.872
2018_1242_1345,0.5032
2018_1242_1347,1.0
2018_1242_1348,0.704
2018_1242_1355,0.92
2018_1242_1361,0.856
2018_1242_1371,0.7166666666666668
2018_1242_1372,0.952
2018_1242_1382,0.8213333333333334
2018_1242_1393,0.9386666666666668
2018_1242_1395,0.8474285714285714
2018_1242_1397,0.5466666666666667
2018_1242_1400,0.826
2018_1242_1401,0.808
2018_1242_1403,0.792
2018_1242_1411,1.0
2018_1242_1417,0.8466666666666668
2018_1242_1420,0.944
2018_1242_1422,0.96
2018_1242_1437,0.45171428571428573
2018_1242_1438,0.24880000000000002
2018_1242_1439,0.7373333333333334
2018_1242_1452,0.9253333333333333
2018_1242_1455,0.6933333333333334
2018_1242_1460,0.952
2018_1242_1462,0.546
2018_1243_1246,0.344
2018_1243_1252,0.88
2018_1243_1254,0.936
2018_1243_1260,0.588
2018_1243_1267,0.784
2018_1243_1274,0.522
2018_1243_1276,0.22866666666666666
2018_1243_1277,0.144
2018_1243_1281,0.52
2018_1243_1285,0.696
2018_1243_1293,0.66
2018_1243_1300,0.92
2018_1243_1301,0.512
2018_1243_1305,0.36666666666666664
2018_1243_1308,0.522
2018_1243_1314,0.232
2018_1243_1326,0.244
2018_1243_1328,0.49466666666666664
2018_1243_1335,0.72
2018_1243_1344,0.5405333333333333
2018_1243_1345,0.17733333333333332
2018_1243_1347,0.904
2018_1243_1348,0.488
2018_1243_1355,0.6773333333333333
2018_1243_1361,0.604
2018_1243_1371,0.4597333333333334
2018_1243_1372,0.792
2018_1243_1382,0.5786666666666667
2018_1243_1393,0.6386666666666666
2018_1243_1395,0.7546666666666666
2018_1243_1397,0.312
2018_1243_1400,0.506
2018_1243_1401,0.4866666666666667
2018_1243_1403,0.25
2018_1243_1411,0.92
2018_1243_1417,0.6593333333333332
2018_1243_1420,0.848
2018_1243_1422,0.744
2018_1243_1437,0.06866666666666665
2018_1243_1438,0.0696
2018_1243_1439,0.364
2018_1243_1452,0.096
2018_1243_1455,0.3506666666666666
2018_1243_1460,0.824
2018_1243_1462,0.244
2018_1246_1252,0.952
2018_1246_1254,1.0
2018_1246_1260,0.776
2018_1246_1267,0.936
2018_1246_1274,0.7201333333333333
2018_1246_1276,0.47733333333333333
2018_1246_1277,0.43533333333333335
2018_1246_1281,0.796
2018_1246_1285,0.832
2018_1246_1293,0.88
2018_1246_1300,0.92
2018_1246_1301,0.6293333333333333
2018_1246_1305,0.584
2018_1246_1308,0.5786666666666668
2018_1246_1314,0.3506666666666666
2018_1246_1326,0.5938666666666667
2018_1246_1328,0.6546666666666667
2018_1246_1335,0.896
2018_1246_1344,0.6053333333333334
2018_1246_1345,0.29933333333333334
2018_1246_1347,0.928
2018_1246_1348,0.6186666666666666
2018_1246_1355,0.804
2018_1246_1361,0.742
2018_1246_1371,0.624
2018_1246_1372,0.832
2018_1246_1382,0.736
2018_1246_1393,0.668
2018_1246_1395,0.64
2018_1246_1397,0.254
2018_1246_1400,0.6506666666666667
2018_1246_1401,0.6159999999999999
2018_1246_1403,0.6373333333333333
2018_1246_1411,0.984
2018_1246_1417,0.7413333333333333
2018_1246_1420,0.864
2018_1246_1422,0.888
2018_1246_1437,0.266
2018_1246_1438,0.2
2018_1246_1439,0.612
2018_1246_1452,0.5653333333333334
2018_1246_1455,0.5453333333333332
2018_1246_1460,0.88
2018_1246_1462,0.416
2018_1252_1254,0.7333333333333334
2018_1252_1260,0.12000000000000001
2018_1252_1267,0.3597142857142857
2018_1252_1274,0.148
2018_1252_1276,0.048
2018_1252_1277,0.056
2018_1252_1281,0.168
2018_1252_1285,0.2853333333333333
2018_1252_1293,0.3973333333333333
2018_1252_1300,0.884
2018_1252_1301,0.096
2018_1252_1305,0.04
2018_1252_1308,0.104
2018_1252_1314,0.04
2018_1252_1326,0.048
2018_1252_1328,0.176
2018_1252_1335,0.558
2018_1252_1344,0.248
2018_1252_1345,0.056
2018_1252_1347,0.5826666666666667
2018_1252_1348,0.072
2018_1252_1355,0.22666666666666666
2018_1252_1361,0.16
2018_1252_1371,0.104
2018_1252_1372,0.3574666666666667
2018_1252_1382,0.16
2018_1252_1393,0.24
2018_1252_1395,0.064
2018_1252_1397,0.032
2018_1252_1400,0.184
2018_1252_1401,0.09759999999999999
2018_1252_1403,0.072
2018_1252_1411,0.6986666666666668
2018_1252_1417,0.192
2018_1252_1420,0.484
2018_1252_1422,0.1693333333333333
2018_1252_1437,0.056
2018_1252_1438,0.064
2018_1252_1439,0.144
2018_1252_1452,0.096
2018_1252_1455,0.088
2018_1252_1460,0.4326666666666667
2018_1252_1462,0.04
2018_1254_1260,0.08
2018_1254_1267,0.16
2018_1254_1274,0.056
2018_1254_1276,0.0
2018_1254_1277,0.016
2018_1254_1281,0.032
2018_1254_1285,0.132
2018_1254_1293,0.16
2018_1254_1300,0.6014666666666667
2018_1254_1301,0.016
2018_1254_1305,0.052
2018_1254_1308,0.024
2018_1254_1314,0.032
2018_1254_1326,0.008
2018_1254_1328,0.07733333333333332
2018_1254_1335,0.184
2018_1254_1344,0.048
2018_1254_1345,0.0
2018_1254_1347,0.302
2018_1254_1348,0.056
2018_1254_1355,0.096
2018_1254_1361,0.008
2018_1254_1371,0.024
2018_1254_1372,0.21733333333333335
2018_1254_1382,0.064
2018_1254_1393,0.04
2018_1254_1395,0.032
2018_1254_1397,0.024
2018_1254_1400,0.048
2018_1254_1401,0.048
2018_1254_1403,0.032
2018_1254_1411,0.3466666666666667
2018_1254_1417,0.064
2018_1254_1420,0.20733333333333334
2018_1254_1422,0.128
2018_1254_1437,0.024
2018_1254_1438,0.032
2018_1254_1439,0.064
2018_1254_1452,0.008
2018_1254_1455,0.04
2018_1254_1460,0.1313333333333333
2018_1254_1462,0.032
2018_1260_1267,0.7826666666666667
2018_1260_1274,0.468
2018_1260_1276,0.216
2018_1260_1277,0.112
2018_1260_1281,0.248
2018_1260_1285,0.634
2018_1260_1293,0.6893333333333332
2018_1260_1300,0.984
2018_1260_1301,0.3344
2018_1260_1305,0.328
2018_1260_1308,0.5306666666666667
2018_1260_1314,0.224
2018_1260_1326,0.24
2018_1260_1328,0.352
2018_1260_1335,0.7653333333333334
2018_1260_1344,0.528
2018_1260_1345,0.104
2018_1260_1347,0.9344
2018_1260_1348,0.416
2018_1260_1355,0.5369333333333334
2018_1260_1361,0.5346666666666667
2018_1260_1371,0.304
2018_1260_1372,0.82
2018_1260_1382,0.5284
2018_1260_1393,0.528
2018_1260_1395,0.3733333333333333
2018_1260_1397,0.208
2018_1260_1400,0.352
2018_1260_1401,0.448
2018_1260_1403,0.224
2018_1260_1411,0.8973333333333333
2018_1260_1417,0.26933333333333337
2018_1260_1420,0.8333333333333334
2018_1260_1422,0.6873333333333332
2018_1260_1437,0.104
2018_1260_1438,0.024
2018_1260_1439,0.4304
2018_1260_1452,0.248
2018_1260_1455,0.26133333333333336
2018_1260_1460,0.8351999999999999
2018_1260_1462,0.24
2018_1267_1274,0.3552
2018_1267_1276,0.064
2018_1267_1277,0.088
2018_1267_1281,0.2
2018_1267_1285,0.548
2018_1267_1293,0.4333333333333333
2018_1267_1300,0.928
2018_1267_1301,0.216
2018_1267_1305,0.1168
2018_1267_1308,0.312
2018_1267_1314,0.152
2018_1267_1326,0.08
2018_1267_1328,0.216
2018_1267_1335,0.614
2018_1267_1344,0.32
2018_1267_1345,0.016
2018_1267_1347,0.74
2018_1267_1348,0.2528
2018_1267_1355,0.3526666666666667
2018_1267_1361,0.41786666666666666
2018_1267_1371,0.248
2018_1267_1372,0.496
2018_1267_1382,0.284
2018_1267_1393,0.312
2018_1267_1395,0.136
2018_1267_1397,0.056
2018_1267_1400,0.216
2018_1267_1401,0.2
2018_1267_1403,0.056
2018_1267_1411,0.872
2018_1267_1417,0.344
2018_1267_1420,0.78
2018_1267_1422,0.4044
2018_1267_1437,0.04
2018_1267_1438,0.032
2018_1267_1439,0.2632
2018_1267_1452,0.056
2018_1267_1455,0.104
2018_1267_1460,0.504
2018_1267_1462,0.064
2018_1274_1276,0.22733333333333333
2018_1274_1277,0.19066666666666668
2018_1274_1281,0.4874666666666667
2018_1274_1285,0.704
2018_1274_1293,0.676
2018_1274_1300,0.96
2018_1274_1301,0.7373333333333333
2018_1274_1305,0.4106666666666666
2018_1274_1308,0.6
2018_1274_1314,0.164
2018_1274_1326,0.25053333333333333
2018_1274_1328,0.3
2018_1274_1335,0.6501333333333333
2018_1274_1344,0.6026666666666667
2018_1274_1345,0.09866666666666665
2018_1274_1347,0.872
2018_1274_1348,0.44480000000000003
2018_1274_1355,0.648
2018_1274_1361,0.6653333333333333
2018_1274_1371,0.46
2018_1274_1372,0.768
2018_1274_1382,0.584
2018_1274_1393,0.308
2018_1274_1395,0.3506666666666666
2018_1274_1397,0.2548
2018_1274_1400,0.48053333333333337
2018_1274_1401,0.434
2018_1274_1403,0.26933333333333337
2018_1274_1411,0.9253333333333333
2018_1274_1417,0.6193333333333334
2018_1274_1420,0.824
2018_1274_1422,0.616
2018_1274_1437,0.1956
2018_1274_1438,0.12
2018_1274_1439,0.5413333333333332
2018_1274_1452,0.214
2018_1274_1455,0.44839999999999997
2018_1274_1460,0.6933333333333334
2018_1274_1462,0.232
2018_1276_1277,0.752
2018_1276_1281,0.6153333333333333
2018_1276_1285,0.792
2018_1276_1293,0.8173333333333334
2018_1276_1300,0.984
2018_1276_1301,0.8066666666666666
2018_1276_1305,0.572
2018_1276_1308,0.7973333333333333
2018_1276_1314,0.546
2018_1276_1326,0.24133333333333334
2018_1276_1328,0.558
2018_1276_1335,0.896
2018_1276_1344,0.708
2018_1276_1345,0.30466666666666664
2018_1276_1347,0.952
2018_1276_1348,0.7647999999999999
2018_1276_1355,0.7986666666666667
2018_1276_1361,0.812
2018_1276_1371,0.668
2018_1276_1372,0.88
2018_1276_1382,0.736
2018_1276_1393,0.7826666666666667
2018_1276_1395,0.5994666666666667
2018_1276_1397,0.4546666666666666
2018_1276_1400,0.7226666666666667
2018_1276_1401,0.6333333333333334
2018_1276_1403,0.6546666666666666
2018_1276_1411,0.976
2018_1276_1417,0.7146666666666667
2018_1276_1420,0.96
2018_1276_1422,0.832
2018_1276_1437,0.32038095238095243
2018_1276_1438,0.15866666666666665
2018_1276_1439,0.744
2018_1276_1452,0.6253333333333333
2018_1276_1455,0.606
2018_1276_1460,0.928
2018_1276_1462,0.43866666666666665
2018_1277_1281,0.8490666666666666
2018_1277_1285,0.9026666666666666
2018_1277_1293,0.904
2018_1277_1300,1.0
2018_1277_1301,0.858
2018_1277_1305,0.6698666666666667
2018_1277_1308,0.7293333333333334
2018_1277_1314,0.576
2018_1277_1326,0.2813333333333333
2018_1277_1328,0.7919047619047619
2018_1277_1335,0.944
2018_1277_1344,0.8186666666666667
2018_1277_1345,0.792
2018_1277_1347,0.976
2018_1277_1348,0.772
2018_1277_1355,0.9493333333333334
2018_1277_1361,0.844
2018_1277_1371,0.7352000000000001
2018_1277_1372,0.976
2018_1277_1382,0.832
2018_1277_1393,0.828
2018_1277_1395,0.6826666666666666
2018_1277_1397,0.504
2018_1277_1400,0.9240000000000002
2018_1277_1401,0.732
2018_1277_1403,0.724
2018_1277_1411,0.982
2018_1277_1417,0.8466666666666668
2018_1277_1420,0.976
2018_1277_1422,0.944
2018_1277_1437,0.4574666666666667
2018_1277_1438,0.37333333333333335
2018_1277_1439,0.836
2018_1277_1452,0.492
2018_1277_1455,0.642
2018_1277_1460,0.96
2018_1277_1462,0.5653333333333332
2018_1281_1285,0.712
2018_1281_1293,0.704
2018_1281_1300,0.872
2018_1281_1301,0.5042666666666668
2018_1281_1305,0.3226666666666667
2018_1281_1308,0.584
2018_1281_1314,0.17866666666666667
2018_1281_1326,0.2426666666666667
2018_1281_1328,0.5585333333333333
2018_1281_1335,0.76
2018_1281_1344,0.4512
2018_1281_1345,0.15266666666666667
2018_1281_1347,0.944
2018_1281_1348,0.4806666666666667
2018_1281_1355,0.78
2018_1281_1361,0.616
2018_1281_1371,0.4253333333333334
2018_1281_1372,0.792
2018_1281_1382,0.7173333333333333
2018_1281_1393,0.5194285714285715
2018_1281_1395,0.3589333333333333
2018_1281_1397,0.2866666666666666
2018_1281_1400,0.6053333333333333
2018_1281_1401,0.712
2018_1281_1403,0.2813333333333334
2018_1281_1411,0.96
2018_1281_1417,0.6311999999999999
2018_1281_1420,0.864
2018_1281_1422,0.816
2018_1281_1437,0.186
2018_1281_1438,0.13066666666666665
2018_1281_1439,0.4986666666666667
2018_1281_1452,0.24666666666666667
2018_1281_1455,0.37173333333333336
2018_1281_1460,0.888
2018_1281_1462,0.136
2018_1285_1293,0.3833333333333333
2018_1285_1300,0.952
2018_1285_1301,0.34
2018_1285_1305,0.232
2018_1285_1308,0.304
2018_1285_1314,0.13386666666666666
2018_1285_1326,0.128
2018_1285_1328,0.2653333333333333
2018_1285_1335,0.49933333333333335
2018_1285_1344,0.376
2018_1285_1345,0.104
2018_1285_1347,0.692
2018_1285_1348,0.306
2018_1285_1355,0.3106666666666667
2018_1285_1361,0.296
2018_1285_1371,0.236
2018_1285_1372,0.6973333333333334
2018_1285_1382,0.338
2018_1285_1393,0.216
2018_1285_1395,0.29066666666666663
2018_1285_1397,0.088
2018_1285_1400,0.196
2018_1285_1401,0.232
2018_1285_1403,0.12
2018_1285_1411,0.912
2018_1285_1417,0.24666666666666667
2018_1285_1420,0.676
2018_1285_1422,0.4539047619047619
2018_1285_1437,0.104
2018_1285_1438,0.048
2018_1285_1439,0.36
2018_1285_1452,0.112
2018_1285_1455,0.11
2018_1285_1460,0.6373333333333333
2018_1285_1462,0.088
2018_1293_1300,0.952
2018_1293_1301,0.4208
2018_1293_1305,0.23933333333333331
2018_1293_1308,0.3206666666666667
2018_1293_1314,0.176
2018_1293_1326,0.12533333333333335
2018_1293_1328,0.304
2018_1293_1335,0.616
2018_1293_1344,0.4346666666666667
2018_1293_1345,0.096
2018_1293_1347,0.658
2018_1293_1348,0.28
2018_1293_1355,0.3546666666666667
2018_1293_1361,0.408
2018_1293_1371,0.37066666666666664
2018_1293_1372,0.5513333333333332
2018_1293_1382,0.37
2018_1293_1393,0.232
2018_1293_1395,0.29866666666666664
2018_1293_1397,0.152
2018_1293_1400,0.264
2018_1293_1401,0.304
2018_1293_1403,0.15066666666666667
2018_1293_1411,0.916
2018_1293_1417,0.338
2018_1293_1420,0.608
2018_1293_1422,0.432
2018_1293_1437,0.096
2018_1293_1438,0.096
2018_1293_1439,0.36
2018_1293_1452,0.176
2018_1293_1455,0.204
2018_1293_1460,0.48053333333333337
2018_1293_1462,0.112
2018_1300_1301,0.032
2018_1300_1305,0.008
2018_1300_1308,0.008
2018_1300_1314,0.008
2018_1300_1326,0.016
2018_1300_1328,0.09
2018_1300_1335,0.04
2018_1300_1344,0.096
2018_1300_1345,0.016
2018_1300_1347,0.09866666666666665
2018_1300_1348,0.029333333333333333
2018_1300_1355,0.032
2018_1300_1361,0.032
2018_1300_1371,0.04
2018_1300_1372,0.10266666666666667
2018_1300_1382,0.024
2018_1300_1393,0.072
2018_1300_1395,0.050666666666666665
2018_1300_1397,0.024
2018_1300_1400,0.032
2018_1300_1401,0.04
2018_1300_1403,0.024
2018_1300_1411,0.4288
2018_1300_1417,0.08
2018_1300_1420,0.148
2018_1300_1422,0.048
2018_1300_1437,0.0
2018_1300_1438,0.008
2018_1300_1439,0.04
2018_1300_1452,0.0
2018_1300_1455,0.008
2018_1300_1460,0.088
2018_1300_1462,0.008
2018_1301_1305,0.3797142857142857
2018_1301_1308,0.4532
2018_1301_1314,0.072
2018_1301_1326,0.284
2018_1301_1328,0.45066666666666666
2018_1301_1335,0.736
2018_1301_1344,0.448
2018_1301_1345,0.088
2018_1301_1347,0.768
2018_1301_1348,0.35773333333333335
2018_1301_1355,0.608
2018_1301_1361,0.6026666666666668
2018_1301_1371,0.3813333333333333
2018_1301_1372,0.836
2018_1301_1382,0.66
2018_1301_1393,0.7343999999999999
2018_1301_1395,0.42666666666666664
2018_1301_1397,0.274
2018_1301_1400,0.486
2018_1301_1401,0.3386666666666666
2018_1301_1403,0.28
2018_1301_1411,0.934
2018_1301_1417,0.4693333333333333
2018_1301_1420,0.896
2018_1301_1422,0.752
2018_1301_1437,0.09733333333333333
2018_1301_1438,0.09
2018_1301_1439,0.5975809523809523
2018_1301_1452,0.202
2018_1301_1455,0.318
2018_1301_1460,0.784
2018_1301_1462,0.1152
2018_1305_1308,0.728
2018_1305_1314,0.34373333333333334
2018_1305_1326,0.396
2018_1305_1328,0.66
2018_1305_1335,0.848
2018_1305_1344,0.6546666666666667
2018_1305_1345,0.22266666666666668
2018_1305_1347,0.94
2018_1305_1348,0.545
2018_1305_1355,0.7853333333333332
2018_1305_1361,0.2813333333333333
2018_1305_1371,0.6066666666666667
2018_1305_1372,0.944
2018_1305_1382,0.69
2018_1305_1393,0.5797333333333333
2018_1305_1395,0.56
2018_1305_1397,0.32
2018_1305_1400,0.6213333333333333
2018_1305_1401,0.5613333333333332
2018_1305_1403,0.41866666666666663
2018_1305_1411,0.96
2018_1305_1417,0.5926666666666668
2018_1305_1420,0.896
2018_1305_1422,0.784
2018_1305_1437,0.136
2018_1305_1438,0.18666666666666665
2018_1305_1439,0.6
2018_1305_1452,0.396
2018_1305_1455,0.55
2018_1305_1460,0.924
2018_1305_1462,0.268
2018_1308_1314,0.224
2018_1308_1326,0.3
2018_1308_1328,0.36
2018_1308_1335,0.764
2018_1308_1344,0.4146666666666667
2018_1308_1345,0.128
2018_1308_1347,0.808
2018_1308_1348,0.42438095238095236
2018_1308_1355,0.5485333333333333
2018_1308_1361,0.622
2018_1308_1371,0.402
2018_1308_1372,0.752
2018_1308_1382,0.6026666666666667
2018_1308_1393,0.4573333333333333
2018_1308_1395,0.368
2018_1308_1397,0.32
2018_1308_1400,0.384
2018_1308_1401,0.432
2018_1308_1403,0.246
2018_1308_1411,0.9653333333333334
2018_1308_1417,0.532
2018_1308_1420,0.8373333333333333
2018_1308_1422,0.6653333333333332
2018_1308_1437,0.208
2018_1308_1438,0.2
2018_1308_1439,0.42333333333333334
2018_1308_1452,0.372
2018_1308_1455,0.43133333333333335
2018_1308_1460,0.764
2018_1308_1462,0.172
2018_1314_1326,0.5373333333333332
2018_1314_1328,0.8001333333333335
2018_1314_1335,0.976
2018_1314_1344,0.8226666666666668
2018_1314_1345,0.514
2018_1314_1347,0.96
2018_1314_1348,0.748
2018_1314_1355,0.912
2018_1314_1361,0.814
2018_1314_1371,0.6766666666666666
2018_1314_1372,0.88
2018_1314_1382,0.88
2018_1314_1393,0.922
2018_1314_1395,0.566
2018_1314_1397,0.5946666666666668
2018_1314_1400,0.752
2018_1314_1401,0.7293333333333333
2018_1314_1403,0.6232000000000001
2018_1314_1411,1.0
2018_1314_1417,0.808
2018_1314_1420,0.8853333333333333
2018_1314_1422,0.912
2018_1314_1437,0.2515809523809524
2018_1314_1438,0.144
2018_1314_1439,0.456
2018_1314_1452,0.6717333333333333
2018_1314_1455,0.6473333333333333
2018_1314_1460,0.96
2018_1314_1462,0.3801333333333333
2018_1326_1328,0.7266666666666668
2018_1326_1335,0.928
2018_1326_1344,0.6493333333333333
2018_1326_1345,0.22533333333333333
2018_1326_1347,0.936
2018_1326_1348,0.704
2018_1326_1355,0.856
2018_1326_1361,0.8273333333333334
2018_1326_1371,0.5886666666666668
2018_1326_1372,0.824
